url,title_version,model_year,mileage,engine,transmission,fuel,price,description,inspection_score
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-rawalpindi-10789686,Honda Civic VTi 1.8 i-VTEC 2015,2015,"97,040 km",1800 cc,Manual,Petrol,PKR 35.5 lacs,Honda Civic Manual December 2015 Model • Invoice date 29 Dec 2015 • Islamabad Registered • Low mileage 97k • 2nd Owner • Total genuine except 1 fender • Original Smart Card • 2 Keys • Token tax paid • Stepney available • Fuel average • In city 13-14 km • On highway 15-16 km • Driven on HiOctane+Super • Regular Oil Changed after 5000 km • Very well maintained • Slight hailstorm spots (very less) • Used as a second car You would barely find a car in this immaculate condition Contact on phone/whatsapp Price negotiable on spot only,8.9
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10908996,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"100,510 km",1800 cc,Automatic,Petrol,"PKR 53 lacs
Financing starts at PKR 103,406/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates not available - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2020 - 2 keys available,6.4
https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-10855869,Honda Civic VTi Prosmatec 1.8 i-VTEC 2012,2012,"222,878 km",1800 cc,Automatic,Petrol,"PKR 30 lacs
Managed by PakWheels",Documents available Hard Top without sunroof PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2012 Registered 2013 1 key available Android panel,7.2
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-10773820,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"53,325 km",1800 cc,Automatic,Petrol,"PKR 49.95 lacs
Financing starts at PKR 106,315/Month",*Honda 1.8 Civic Oriel A/T UG* Navigation+ leather Model & Register 2018 1st Owner New Red Meter AC & Suspension 100% Bumper to Bumper Originals Inner & Outer all Original Sealed Engine Spare Wheel unused Brand New tyres install. PRICE IS FIRM & FINAL,9.1
https://www.pakwheels.com/used-cars/honda-civic-2002-for-sale-in-rawalpindi-10778379,Honda Civic VTi 1.6 2002,2002,"372,707 km",1600 cc,Manual,Petrol,"PKR 14 lacs
Managed by PakWheels",Army Officer driven PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2002 Registered 2002 Documents available 2 keys available,5.2
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-10864618,Honda Civic VTi 1.8 i-VTEC 2015,2015,"32,667 km",1800 cc,Automatic,Petrol,"PKR 36.5 lacs
Managed by PakWheels",floor mates installed PakWheels inspected car Inspection report attached Number plates not issued yet 1st Owner Token Tax Paid Manufacture 2015 Registered 2016 Documents available 2 keys available,8.1
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10909673,Honda Civic 1.8 i-VTEC CVT 2017,2017,"47,862 km",1800 cc,Automatic,Petrol,"PKR 44 lacs
Financing starts at PKR 101,455/Month
Managed by PakWheels",Documents available PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2017 Registered 2017 2 key available,7.9
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-lahore-10787406,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"86,073 km",1800 cc,Automatic,Petrol,"PKR 58.75 lacs
Financing starts at PKR 104,204/Month",Price is fixed agar samjh aye tou call kerey Civic UG Leather seats Sunroof Total Geneuin (one right back fender showered) Tires in great conditon,8.9
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10823857,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"82,059 km",1800 cc,Automatic,Petrol,"PKR 54 lacs
Financing starts at PKR 105,357/Month
Managed by PakWheels",- Ambient Lights - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.3
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-10889590,Honda Civic EXi 2005,2005,"296,988 km",1500 cc,Manual,Petrol,"PKR 20 lacs
Managed by PakWheels",- Android Panel - Back Camera - Seats Covers - Floor Matting - Fog Lights - Back Camera - Security System - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 4th Owner - Manufacture 2005 - Registered 2005 - 1 key available,7.0
https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-10801349,Honda Civic VTi Prosmatec 1.8 i-VTEC 2013,2013,"173,516 km",1800 cc,Automatic,Petrol,"PKR 31 lacs
Managed by PakWheels",- LED lights installed - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2013 - Registered 2013 - 2 keys available,8.0
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-10872301,Honda Civic Oriel 2024,2024,"13,762 km",1500 cc,Automatic,Petrol,"PKR 85 lacs
Financing starts at PKR 105,535/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2024 Registered 2024 2 keys available The company NOC will be issue at the time of deal of buyer names,9.8
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-10846814,Honda Civic Turbo 1.5 VTEC CVT 2016,2016,"54,387 km",1500 cc,Automatic,Petrol,"PKR 45 lacs
Financing starts at PKR 103,761/Month
Managed by PakWheels",Documents not checked by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2016 Registered 2016 1 key available,8.0
https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-peshawar-10716941,Honda Civic VTi Prosmatec 1.8 i-VTEC 2009,2009,"371,352 km",1800 cc,Automatic,Petrol,"PKR 20.5 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2009 Registered 2009 2 keys available Android panel Back camera,4.2
https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-lahore-10882023,Honda Civic VTi Prosmatec 1.8 i-VTEC 2013,2013,"94,245 km",1800 cc,Automatic,Petrol,"PKR 32 lacs
Managed by PakWheels",Current owner's registration card not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2013 Registered 2013 2 keys available Body kits installed,7.0
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-lahore-10873477,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"47,513 km",1800 cc,Automatic,Petrol,"PKR 64.75 lacs
Financing starts at PKR 103,362/Month",First Owner 100 % Original Body Paint Minor Dry Denting Maintained From Honda Dealership Engine/Suspension 10/10 Brand New Yokohama Tyres No Scratches No Dents Interior Just Like Brand New Spare Tyre Never Used Price Is Final,8.6
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-10772062,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"112,659 km",1800 cc,Automatic,Petrol,"PKR 60.5 lacs
Financing starts at PKR 96,577/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2021 - Registered 2021 - 1 key available,8.0
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10771405,Honda Civic Turbo 1.5 VTEC CVT 2017,2017,"110,383 km",1500 cc,Automatic,Petrol,"PKR 51 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2017 Registered 2017 2 key available,7.9
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-multan-10899649,Honda Civic 1.5 RS Turbo 2019,2019,"94,232 km",1500 cc,Automatic,Petrol,"PKR 64 lacs
Financing starts at PKR 102,165/Month
Managed by PakWheels",Sound System Ambiance Lights PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2019 Registered 2019 Documents available 2 keys available,7.4
https://www.pakwheels.com/used-cars/honda-civic-2000-for-sale-in-karachi-10760297,Honda Civic EXi Automatic 2000,2000,"208,768 km",1500 cc,Automatic,Petrol,"PKR 10 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 4th Owner Token Tax will be Paid Manufacture 2000 Registered 2000 1 key available,4.0
https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-rawalpindi-10891248,Honda Civic EXi 2006,2006,"248,150 km",1500 cc,Manual,Petrol,"PKR 16.3 lacs
Managed by PakWheels",Android Panel Rear Camera Seat Covers Floor Matts Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2006 Registered 2006 2 key available,4.1
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-10578316,Honda Civic RS 2024,2024,"29,330 km",1500 cc,Automatic,Petrol,"PKR 90.4 lacs
Financing starts at PKR 96,205/Month","Dealers Bhaio Ko B Welcome Lakin Kindly Dealers Bhai Owner/End User Ban Kar Call Na Kare. Honda Civic RS 2024 – Premium Drive 29,400 km only – Carefully driven First Owner (2 smart cards due to Double biometric registration) Standout presence Top Condition – Smooth & powerful performance Dealers / investors kindly don’t waste time. For serious buyers only – WhatsApp: Laal Ajjee 0/3/4/5/4/1/5/8/9/1/1",9.7
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-faisalabad-10542066,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"97,767 km",1800 cc,Automatic,Petrol,"PKR 59 lacs
Financing starts at PKR 104,648/Month",After Market Alloy rims,8.3
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-10819531,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"81,905 km",1800 cc,Automatic,Petrol,"PKR 62.5 lacs
Financing starts at PKR 99,770/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2021 - Registered 2022 - 1 key available,8.0
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10891547,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"60,043 km",1800 cc,Automatic,Petrol,"PKR 47.95 lacs
Financing starts at PKR 102,058/Month","Honda Civic 2017 – Super White • Army Officer Used • 100% Genuine / No Paint 🤍 Model: 2017 Colour: Super White Mileage: 60,000 KM (Genuine) Condition: 100% Genuine – NO PAINT, Not a single touch-up Ownership: Army Officer Used – First Owner Sunroof: Yes Interior: Black + Beige (Neat & Clean – Just like brand new) Engine / Suspension: 100% OK Tyres: 80% Token Tax: Up to date Smart Card Available Karachi Registered Car is totally genuine —",8.5
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10908996,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"100,510 km",1800 cc,Automatic,Petrol,"PKR 53 lacs
Financing starts at PKR 103,406/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates not available - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2020 - 2 keys available,6.4
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10811487,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"89,896 km",1800 cc,Automatic,Petrol,"PKR 59 lacs
Financing starts at PKR 104,648/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2020 Registered 2021 2 keys available,8.4
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-rawalpindi-10850331,Honda Civic Oriel Prosmatec UG 2015,2015,"60,407 km",1800 cc,Automatic,Petrol,"PKR 45 lacs
Managed by PakWheels",Android Panel LED Lights Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2015 Registered 2015 2 keys available,7.9
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-karachi-10773820,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"53,325 km",1800 cc,Automatic,Petrol,"PKR 49.95 lacs
Financing starts at PKR 106,315/Month",*Honda 1.8 Civic Oriel A/T UG* Navigation+ leather Model & Register 2018 1st Owner New Red Meter AC & Suspension 100% Bumper to Bumper Originals Inner & Outer all Original Sealed Engine Spare Wheel unused Brand New tyres install. PRICE IS FIRM & FINAL,9.1
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-lahore-10776877,Honda Civic Oriel Prosmatec UG 2016,2016,"107,205 km",1800 cc,Automatic,Petrol,"PKR 42 lacs
Financing starts at PKR 104,293/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2016 Registered 2016 Documents available 1 key available,7.2
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-multan-10712859,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"73,242 km",1800 cc,Automatic,Petrol,"PKR 64 lacs
Financing starts at PKR 102,165/Month
Managed by PakWheels",Mirror Covers Steering Covers Ambiance Lights Floor Matting RS Rear Spoiler PakWheels inspected car Inspection report attached Number plates available 4th Owner Token Tax Paid Manufacture 2021 Registered 2021 Documents available Current Owner card will be Provided soon 1 key available,8.4
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-lahore-10903020,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"157,041 km",1800 cc,Automatic,Petrol,"PKR 49 lacs
Financing starts at PKR 104,293/Month
Managed by PakWheels",- PakWheels inspected car - Inspection report attached - Number plates available - 1st Owner - Token Tax Paid - Manufacture 2017 - Registered 2017 -Documents not check by pakwheels.com - 2 keys available,7.1
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10692681,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"111,354 km",1800 cc,Automatic,Petrol,"PKR 54 lacs
Financing starts at PKR 105,357/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,8.9
https://www.pakwheels.com/used-cars/honda-civic-2015-for-sale-in-karachi-10864618,Honda Civic VTi 1.8 i-VTEC 2015,2015,"32,667 km",1800 cc,Automatic,Petrol,"PKR 36.5 lacs
Managed by PakWheels",floor mates installed PakWheels inspected car Inspection report attached Number plates not issued yet 1st Owner Token Tax Paid Manufacture 2015 Registered 2016 Documents available 2 keys available,8.1
https://www.pakwheels.com/used-cars/honda-civic-2012-for-sale-in-lahore-10903619,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2012,2012,"116,309 km",1800 cc,Automatic,Petrol,"PKR 27.8 lacs
Managed by PakWheels",-hid installed - PakWheels inspected car - Inspection report attached - Number plates available - 4th Owner - Token Tax Paid - Manufacture 2012 - Registered 2012 -Documents not check by pakwheels.com - 1 key available,6.2
https://www.pakwheels.com/used-cars/honda-civic-2020-for-sale-in-karachi-10906230,Honda Civic Oriel 1.8 i-VTEC CVT 2020,2020,"2,349 km",1800 cc,Automatic,Petrol,"PKR 58 lacs
Financing starts at PKR 102,874/Month
Managed by PakWheels",- PakWheels inspected car - Inspection report attached - Number plates available - 4th Owner - Token Tax Paid - Manufacture 2020 - Registered 2020 -Documents available - 2 keys available,8.3
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-multan-10802085,Honda Civic Oriel 1.8 i-VTEC CVT 2016,2016,"90,356 km",1800 cc,Automatic,Petrol,"PKR 48 lacs
Financing starts at PKR 102,165/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2016 - Registered 2016 - 2 keys available,7.1
https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-islamabad-10755946,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2013,2013,"166,650 km",1800 cc,Automatic,Petrol,"PKR 36.9 lacs
Managed by PakWheels",HID Lights Mirror Lights Ambiance Lights Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2013 Registered 2013 1 key available,8.3
https://www.pakwheels.com/used-cars/honda-civic-2005-for-sale-in-islamabad-10889590,Honda Civic EXi 2005,2005,"296,988 km",1500 cc,Manual,Petrol,"PKR 20 lacs
Managed by PakWheels",- Android Panel - Back Camera - Seats Covers - Floor Matting - Fog Lights - Back Camera - Security System - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 4th Owner - Manufacture 2005 - Registered 2005 - 1 key available,7.0
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-islamabad-10872301,Honda Civic Oriel 2024,2024,"13,762 km",1500 cc,Automatic,Petrol,"PKR 85 lacs
Financing starts at PKR 105,535/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2024 Registered 2024 2 keys available The company NOC will be issue at the time of deal of buyer names,9.8
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-karachi-10886185,Honda Civic 1.8 i-VTEC CVT 2017,2017,"89,487 km",1800 cc,Automatic,Petrol,"PKR 42.5 lacs
Financing starts at PKR 105,535/Month
Managed by PakWheels",Documents available NOC will be provide at the time of deal PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2017 Registered 2017 1 key available,8.2
https://www.pakwheels.com/used-cars/honda-civic-2018-for-sale-in-lahore-10784417,Honda Civic Oriel 1.8 i-VTEC CVT 2018,2018,"120,719 km",1800 cc,Automatic,Petrol,"PKR 49.5 lacs
Financing starts at PKR 105,357/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2018 - Registered 2018 - 2 keys available,7.9
https://www.pakwheels.com/used-cars/honda-civic-2016-for-sale-in-karachi-10846814,Honda Civic Turbo 1.5 VTEC CVT 2016,2016,"54,387 km",1500 cc,Automatic,Petrol,"PKR 45 lacs
Financing starts at PKR 103,761/Month
Managed by PakWheels",Documents not checked by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2016 Registered 2016 1 key available,8.0
https://www.pakwheels.com/used-cars/honda-civic-2006-for-sale-in-karachi-10865454,Honda Civic MX (Hybrid) 2006,2006,"90,369 km",1300 cc,Automatic,Hybrid,"PKR 27 lacs
Managed by PakWheels",-auction clear vehicle -seat cover installed -floor mates installed -android panel installed -body kit installed - PakWheels inspected car - Inspection report attached - Number plates available - 2nd Owner - Token Tax Paid - Manufacture 2006 - Registered 2024 -Documents not check by pakwheels.com - 2 keys available,5.7
https://www.pakwheels.com/used-cars/honda-civic-2009-for-sale-in-peshawar-10716941,Honda Civic VTi Prosmatec 1.8 i-VTEC 2009,2009,"371,352 km",1800 cc,Automatic,Petrol,"PKR 20.5 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2009 Registered 2009 2 keys available Android panel Back camera,4.2
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-10864945,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"144,408 km",1800 cc,Automatic,Petrol,"PKR 46.5 lacs
Financing starts at PKR 98,972/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2017 Registered 2018 2 keys available,7.7
https://www.pakwheels.com/used-cars/honda-civic-2013-for-sale-in-islamabad-10737007,Honda Civic VTi 1.8 i-VTEC 2013,2013,"184,922 km",1800 cc,Manual,Petrol,"PKR 25 lacs
Managed by PakWheels",- Body Kits - Spoiler - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates not issued - Token tax not Cleared - 3rd Owner - Manufacture 2013 - Registered 2013 - 1 key available,4.4
https://www.pakwheels.com/used-cars/honda-civic-2021-for-sale-in-islamabad-10772062,Honda Civic Oriel 1.8 i-VTEC CVT 2021,2021,"112,659 km",1800 cc,Automatic,Petrol,"PKR 60.5 lacs
Financing starts at PKR 96,577/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2021 - Registered 2021 - 1 key available,8.0
https://www.pakwheels.com/used-cars/honda-civic-2019-for-sale-in-multan-10899649,Honda Civic 1.5 RS Turbo 2019,2019,"94,232 km",1500 cc,Automatic,Petrol,"PKR 64 lacs
Financing starts at PKR 102,165/Month
Managed by PakWheels",Sound System Ambiance Lights PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2019 Registered 2019 Documents available 2 keys available,7.4
https://www.pakwheels.com/used-cars/honda-civic-2017-for-sale-in-islamabad-10865270,Honda Civic Oriel 1.8 i-VTEC CVT 2017,2017,"138,901 km",1800 cc,Automatic,Petrol,"PKR 47.5 lacs
Financing starts at PKR 101,100/Month
Managed by PakWheels",- Fog Lights - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 7th Owner - Manufacture 2017 - Registered 2017 - 1 key available,6.6
https://www.pakwheels.com/used-cars/honda-civic-2010-for-sale-in-rawalpindi-10830460,Honda Civic VTi 1.8 i-VTEC 2010,2010,"211,674 km",1800 cc,Manual,Petrol,"PKR 24 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2010 Registered 2010 2 keys available Android panel,4.4
https://www.pakwheels.com/used-cars/honda-civic-2007-for-sale-in-peshawar-10855761,Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC 2007,2007,"93,031 km",1800 cc,Automatic,Petrol,"PKR 26 lacs
Managed by PakWheels",- PakWheels inspected car - Inspection report attached - Number plates not issued - 4th Owner - Token Tax Paid - Manufacture 2007 - Registered 2007 -Documents not check by pakwheels.com - 2 keys available,8.8
https://www.pakwheels.com/used-cars/honda-civic-2024-for-sale-in-lahore-10578316,Honda Civic RS 2024,2024,"29,330 km",1500 cc,Automatic,Petrol,"PKR 90.4 lacs
Financing starts at PKR 96,205/Month","Dealers Bhaio Ko B Welcome Lakin Kindly Dealers Bhai Owner/End User Ban Kar Call Na Kare. Honda Civic RS 2024 – Premium Drive 29,400 km only – Carefully driven First Owner (2 smart cards due to Double biometric registration) Standout presence Top Condition – Smooth & powerful performance Dealers / investors kindly don’t waste time. For serious buyers only – WhatsApp: Laal Ajjee 0/3/4/5/4/1/5/8/9/1/1",9.7
